id,module,difficulty,question,option_A,option_B,option_C,option_D,answer,analysis
124,Windows 基础,基础+,[基础+] 在Windows 基础中，下列说法正确的是哪一项？,Windows 基础 中的错误理解,Windows 基础 的常见误区,Windows 基础 的正确描述,Windows 基础 无关描述,C,Windows 基础 相关基础知识与安全理解
125,内存管理,基础+,[基础+] 在内存管理中，下列说法正确的是哪一项？,内存管理 中的错误理解,内存管理 的常见误区,内存管理 的正确描述,内存管理 无关描述,C,内存管理 相关基础知识与安全理解
126,Linux 基础,基础+,[基础+] 在Linux 基础中，下列说法正确的是哪一项？,Linux 基础 中的错误理解,Linux 基础 的常见误区,Linux 基础 的正确描述,Linux 基础 无关描述,C,Linux 基础 相关基础知识与安全理解
127,Linux 基础,基础+,[基础+] 在Linux 基础中，下列说法正确的是哪一项？,Linux 基础 中的错误理解,Linux 基础 的常见误区,Linux 基础 的正确描述,Linux 基础 无关描述,C,Linux 基础 相关基础知识与安全理解
128,Windows 基础,基础+,[基础+] 在Windows 基础中，下列说法正确的是哪一项？,Windows 基础 中的错误理解,Windows 基础 的常见误区,Windows 基础 的正确描述,Windows 基础 无关描述,C,Windows 基础 相关基础知识与安全理解
129,Linux 权限与安全,基础+,[基础+] 在Linux 权限与安全中，下列说法正确的是哪一项？,Linux 权限与安全 中的错误理解,Linux 权限与安全 的常见误区,Linux 权限与安全 的正确描述,Linux 权限与安全 无关描述,C,Linux 权限与安全 相关基础知识与安全理解
130,进程与线程,基础+,[基础+] 在进程与线程中，下列说法正确的是哪一项？,进程与线程 中的错误理解,进程与线程 的常见误区,进程与线程 的正确描述,进程与线程 无关描述,C,进程与线程 相关基础知识与安全理解
131,内存管理,基础+,[基础+] 在内存管理中，下列说法正确的是哪一项？,内存管理 中的错误理解,内存管理 的常见误区,内存管理 的正确描述,内存管理 无关描述,C,内存管理 相关基础知识与安全理解
132,系统调用,基础+,[基础+] 在系统调用中，下列说法正确的是哪一项？,系统调用 中的错误理解,系统调用 的常见误区,系统调用 的正确描述,系统调用 无关描述,C,系统调用 相关基础知识与安全理解
133,常见命令与排错,基础+,[基础+] 在常见命令与排错中，下列说法正确的是哪一项？,常见命令与排错 中的错误理解,常见命令与排错 的常见误区,常见命令与排错 的正确描述,常见命令与排错 无关描述,C,常见命令与排错 相关基础知识与安全理解
134,常见命令与排错,基础+,[基础+] 在常见命令与排错中，下列说法正确的是哪一项？,常见命令与排错 中的错误理解,常见命令与排错 的常见误区,常见命令与排错 的正确描述,常见命令与排错 无关描述,C,常见命令与排错 相关基础知识与安全理解
135,内存管理,基础+,[基础+] 在内存管理中，下列说法正确的是哪一项？,内存管理 中的错误理解,内存管理 的常见误区,内存管理 的正确描述,内存管理 无关描述,C,内存管理 相关基础知识与安全理解
136,系统调用,基础+,[基础+] 在系统调用中，下列说法正确的是哪一项？,系统调用 中的错误理解,系统调用 的常见误区,系统调用 的正确描述,系统调用 无关描述,C,系统调用 相关基础知识与安全理解
137,内存管理,基础+,[基础+] 在内存管理中，下列说法正确的是哪一项？,内存管理 中的错误理解,内存管理 的常见误区,内存管理 的正确描述,内存管理 无关描述,C,内存管理 相关基础知识与安全理解
138,内存管理,基础+,[基础+] 在内存管理中，下列说法正确的是哪一项？,内存管理 中的错误理解,内存管理 的常见误区,内存管理 的正确描述,内存管理 无关描述,C,内存管理 相关基础知识与安全理解
139,内存管理,基础+,[基础+] 在内存管理中，下列说法正确的是哪一项？,内存管理 中的错误理解,内存管理 的常见误区,内存管理 的正确描述,内存管理 无关描述,C,内存管理 相关基础知识与安全理解
140,文件系统,基础+,[基础+] 在文件系统中，下列说法正确的是哪一项？,文件系统 中的错误理解,文件系统 的常见误区,文件系统 的正确描述,文件系统 无关描述,C,文件系统 相关基础知识与安全理解
141,系统调用,基础+,[基础+] 在系统调用中，下列说法正确的是哪一项？,系统调用 中的错误理解,系统调用 的常见误区,系统调用 的正确描述,系统调用 无关描述,C,系统调用 相关基础知识与安全理解
142,进程与线程,基础+,[基础+] 在进程与线程中，下列说法正确的是哪一项？,进程与线程 中的错误理解,进程与线程 的常见误区,进程与线程 的正确描述,进程与线程 无关描述,C,进程与线程 相关基础知识与安全理解
143,进程与线程,基础+,[基础+] 在进程与线程中，下列说法正确的是哪一项？,进程与线程 中的错误理解,进程与线程 的常见误区,进程与线程 的正确描述,进程与线程 无关描述,C,进程与线程 相关基础知识与安全理解
144,常见命令与排错,基础+,[基础+] 在常见命令与排错中，下列说法正确的是哪一项？,常见命令与排错 中的错误理解,常见命令与排错 的常见误区,常见命令与排错 的正确描述,常见命令与排错 无关描述,C,常见命令与排错 相关基础知识与安全理解
145,Windows 基础,基础+,[基础+] 在Windows 基础中，下列说法正确的是哪一项？,Windows 基础 中的错误理解,Windows 基础 的常见误区,Windows 基础 的正确描述,Windows 基础 无关描述,C,Windows 基础 相关基础知识与安全理解
146,系统调用,基础+,[基础+] 在系统调用中，下列说法正确的是哪一项？,系统调用 中的错误理解,系统调用 的常见误区,系统调用 的正确描述,系统调用 无关描述,C,系统调用 相关基础知识与安全理解
147,Linux 基础,基础+,[基础+] 在Linux 基础中，下列说法正确的是哪一项？,Linux 基础 中的错误理解,Linux 基础 的常见误区,Linux 基础 的正确描述,Linux 基础 无关描述,C,Linux 基础 相关基础知识与安全理解
148,Windows 基础,基础+,[基础+] 在Windows 基础中，下列说法正确的是哪一项？,Windows 基础 中的错误理解,Windows 基础 的常见误区,Windows 基础 的正确描述,Windows 基础 无关描述,C,Windows 基础 相关基础知识与安全理解
149,文件系统,基础+,[基础+] 在文件系统中，下列说法正确的是哪一项？,文件系统 中的错误理解,文件系统 的常见误区,文件系统 的正确描述,文件系统 无关描述,C,文件系统 相关基础知识与安全理解
150,Linux 基础,基础+,[基础+] 在Linux 基础中，下列说法正确的是哪一项？,Linux 基础 中的错误理解,Linux 基础 的常见误区,Linux 基础 的正确描述,Linux 基础 无关描述,C,Linux 基础 相关基础知识与安全理解
151,Linux 基础,基础+,[基础+] 在Linux 基础中，下列说法正确的是哪一项？,Linux 基础 中的错误理解,Linux 基础 的常见误区,Linux 基础 的正确描述,Linux 基础 无关描述,C,Linux 基础 相关基础知识与安全理解
152,Linux 权限与安全,基础+,[基础+] 在Linux 权限与安全中，下列说法正确的是哪一项？,Linux 权限与安全 中的错误理解,Linux 权限与安全 的常见误区,Linux 权限与安全 的正确描述,Linux 权限与安全 无关描述,C,Linux 权限与安全 相关基础知识与安全理解
153,系统调用,基础+,[基础+] 在系统调用中，下列说法正确的是哪一项？,系统调用 中的错误理解,系统调用 的常见误区,系统调用 的正确描述,系统调用 无关描述,C,系统调用 相关基础知识与安全理解
154,文件系统,基础+,[基础+] 在文件系统中，下列说法正确的是哪一项？,文件系统 中的错误理解,文件系统 的常见误区,文件系统 的正确描述,文件系统 无关描述,C,文件系统 相关基础知识与安全理解
155,Linux 基础,基础+,[基础+] 在Linux 基础中，下列说法正确的是哪一项？,Linux 基础 中的错误理解,Linux 基础 的常见误区,Linux 基础 的正确描述,Linux 基础 无关描述,C,Linux 基础 相关基础知识与安全理解
156,常见命令与排错,基础+,[基础+] 在常见命令与排错中，下列说法正确的是哪一项？,常见命令与排错 中的错误理解,常见命令与排错 的常见误区,常见命令与排错 的正确描述,常见命令与排错 无关描述,C,常见命令与排错 相关基础知识与安全理解
157,文件系统,基础+,[基础+] 在文件系统中，下列说法正确的是哪一项？,文件系统 中的错误理解,文件系统 的常见误区,文件系统 的正确描述,文件系统 无关描述,C,文件系统 相关基础知识与安全理解
158,文件系统,基础+,[基础+] 在文件系统中，下列说法正确的是哪一项？,文件系统 中的错误理解,文件系统 的常见误区,文件系统 的正确描述,文件系统 无关描述,C,文件系统 相关基础知识与安全理解
159,进程与线程,基础+,[基础+] 在进程与线程中，下列说法正确的是哪一项？,进程与线程 中的错误理解,进程与线程 的常见误区,进程与线程 的正确描述,进程与线程 无关描述,C,进程与线程 相关基础知识与安全理解
160,Windows 基础,基础+,[基础+] 在Windows 基础中，下列说法正确的是哪一项？,Windows 基础 中的错误理解,Windows 基础 的常见误区,Windows 基础 的正确描述,Windows 基础 无关描述,C,Windows 基础 相关基础知识与安全理解
161,内存管理,基础+,[基础+] 在内存管理中，下列说法正确的是哪一项？,内存管理 中的错误理解,内存管理 的常见误区,内存管理 的正确描述,内存管理 无关描述,C,内存管理 相关基础知识与安全理解
