module,sub_module,difficulty,question,option_A,option_B,option_C,option_D,answer,analysis
Web 应用与中间件安全,SQL 注入,基础,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 131 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,CSRF,基础,防御 CSRF 攻击最有效的措施是？（第 132 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,XSS 攻击,基础,以下哪种场景最可能导致反射型 XSS？（第 133 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,中间件安全,基础,Redis 未设置密码可能导致的安全问题是？（第 134 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,CSRF,基础,防御 CSRF 攻击最有效的措施是？（第 135 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,XSS 攻击,基础,以下哪种场景最可能导致反射型 XSS？（第 136 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,Web 安全配置,基础,以下哪项配置有助于防止 XSS？（第 137 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,中间件安全,基础,Redis 未设置密码可能导致的安全问题是？（第 138 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,CSRF,基础,防御 CSRF 攻击最有效的措施是？（第 139 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,SQL 注入,基础,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 140 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,中间件安全,基础,Redis 未设置密码可能导致的安全问题是？（第 141 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,Web 安全配置,基础,以下哪项配置有助于防止 XSS？（第 142 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,中间件安全,基础,Redis 未设置密码可能导致的安全问题是？（第 143 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,XSS 攻击,基础,以下哪种场景最可能导致反射型 XSS？（第 144 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,Web 安全配置,基础,以下哪项配置有助于防止 XSS？（第 145 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,SQL 注入,基础,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 146 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,XSS 攻击,基础,以下哪种场景最可能导致反射型 XSS？（第 147 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,XSS 攻击,基础,以下哪种场景最可能导致反射型 XSS？（第 148 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,Web 安全配置,基础,以下哪项配置有助于防止 XSS？（第 149 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,中间件安全,基础,Redis 未设置密码可能导致的安全问题是？（第 150 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,Web 安全配置,基础,以下哪项配置有助于防止 XSS？（第 151 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,CSRF,基础,防御 CSRF 攻击最有效的措施是？（第 152 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,中间件安全,基础,Redis 未设置密码可能导致的安全问题是？（第 153 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,CSRF,基础,防御 CSRF 攻击最有效的措施是？（第 154 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,Web 安全配置,基础,以下哪项配置有助于防止 XSS？（第 155 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,XSS 攻击,基础,以下哪种场景最可能导致反射型 XSS？（第 156 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,Web 安全配置,基础,以下哪项配置有助于防止 XSS？（第 157 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,Web 安全配置,基础,以下哪项配置有助于防止 XSS？（第 158 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,CSRF,基础,防御 CSRF 攻击最有效的措施是？（第 159 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,SQL 注入,基础,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 160 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,SQL 注入,基础,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 161 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,XSS 攻击,基础,以下哪种场景最可能导致反射型 XSS？（第 162 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,XSS 攻击,基础,以下哪种场景最可能导致反射型 XSS？（第 163 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,XSS 攻击,基础,以下哪种场景最可能导致反射型 XSS？（第 164 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,XSS 攻击,基础,以下哪种场景最可能导致反射型 XSS？（第 165 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,SQL 注入,基础,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 166 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,中间件安全,基础,Redis 未设置密码可能导致的安全问题是？（第 167 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,中间件安全,基础,Redis 未设置密码可能导致的安全问题是？（第 168 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,SQL 注入,基础,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 169 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,Web 安全配置,基础,以下哪项配置有助于防止 XSS？（第 170 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,中间件安全,基础,Redis 未设置密码可能导致的安全问题是？（第 171 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,CSRF,基础,防御 CSRF 攻击最有效的措施是？（第 172 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,Web 安全配置,基础,以下哪项配置有助于防止 XSS？（第 173 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,XSS 攻击,基础,以下哪种场景最可能导致反射型 XSS？（第 174 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,中间件安全,基础,Redis 未设置密码可能导致的安全问题是？（第 175 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,CSRF,基础+,防御 CSRF 攻击最有效的措施是？（第 176 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,中间件安全,基础+,Redis 未设置密码可能导致的安全问题是？（第 177 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,Web 安全配置,基础+,以下哪项配置有助于防止 XSS？（第 178 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,CSRF,基础+,防御 CSRF 攻击最有效的措施是？（第 179 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,CSRF,基础+,防御 CSRF 攻击最有效的措施是？（第 180 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,XSS 攻击,基础+,以下哪种场景最可能导致反射型 XSS？（第 181 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,XSS 攻击,基础+,以下哪种场景最可能导致反射型 XSS？（第 182 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,Web 安全配置,基础+,以下哪项配置有助于防止 XSS？（第 183 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,SQL 注入,基础+,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 184 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,Web 安全配置,基础+,以下哪项配置有助于防止 XSS？（第 185 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,XSS 攻击,基础+,以下哪种场景最可能导致反射型 XSS？（第 186 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,中间件安全,基础+,Redis 未设置密码可能导致的安全问题是？（第 187 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,SQL 注入,基础+,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 188 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,Web 安全配置,基础+,以下哪项配置有助于防止 XSS？（第 189 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,中间件安全,基础+,Redis 未设置密码可能导致的安全问题是？（第 190 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,XSS 攻击,基础+,以下哪种场景最可能导致反射型 XSS？（第 191 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
